Placename@tr	Lead entry?	ottgaz_id	Placename@ota	Placename_2@tr	Placename_2@ota	Placename_3@tr	Placename_3@ota	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Sequence	Unit	StartDate	StartPeriod	EndDate	UnitNotes	belongsTo4	belongsTo3	belongsTo2	belongsTo1	belongsTo1_code
														2	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1944	 	 	Erbaa	Tokat	Sivas vilâyeti	 
														3	Kaza	1944	Turkish Republic	1953	 	 	 	 	Tokat	 
														4	Kaza	1953	Turkish Republic	 	 	 	 	 	Amasya	 
Taşoz	y	1485	طاشوز	Thasos		Volgaro					http://www.geonames.org/ontology#A.ADMD			1	Sancak	1555	http://n2t.net/ark:/99152/p0pf2qb689b	1902	 	 	 	 	Cezayir-i Bahr-i Sefid eyâleti	118
														2	Sancak	1902	http://n2t.net/ark:/99152/p0pf2qbx98x	1913	 	 	 	 	Selânik vilâyeti	 
														3	Sancak	1913	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	 	 	Yunanistan	 
Taşpınar	y	11358	طاش پيکار								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	1989	 	 	 	Aksaray	Niğde	 
														2	Nahiye	1989	Turkish Republic	 	 	 	 	Merkez	Aksaray	 
Taşrumi	n	7489	طاش رومی	DORUTAY							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	1848	 	 	 	Saray	Van	 
														2	Nahiye	1848	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Özalp	Van	 
Taşucu	y	7490	طاش اوجی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Silifke	İçel	 
Tatarbazarcığı	y	291	تاتاربازارجغی	Pazarzdzhık							http://www.geonames.org/ontology#A.ADMD			1	Sancak	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1908	 	 	 	 	Rumeli-i Şarkî vilâyeti	156
														2	Vilâyet	1908	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	 	Bulgaristan	 
Tatarlar	y	15245	تاتارلر								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye	 	 	 	 	 	 	Merkez	Edirne	 
														2	Köy	 	 	 	 	 	Süloğlu	Merkez	Edirne	 
Tati̇li̇	y	1486	طات ايلی								http://www.geonames.org/ontology#A.ADMD			1	Sancak	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	 	 	 	 	 	Kefe eyâleti	143
Tatvan	y	11359	تاتوان	Tuğ							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1918	http://n2t.net/ark:/99152/p0pf2qbw2zt	1936	 	 	 	Merkez	Bitlis	 
														2	Kaza	1936	Turkish Republic	 	 	 	 	 	Bitlis	 
Tavas	y	7491	طواس	Yarangüme							http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1841	 	 	 	Menteşe	Anadolu eyâleti	101
														2	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1883	 	 	 	Menteşe	Aydın eyâleti	 
														3	Kaza	1883	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	 	Denizli	Aydın vilâyeti	 
														4	Kaza	1924	Turkish Republic	 	 	 	 	 	Denizli	 
Tavginer	n	11360	طاوکينر	KORUYOLU							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Kemah	Erzincan	Erzurum vilâyeti	125
														2	Köy	 	 	 	 	 	Alpköy	Kemah	Erzincan	 
Tavi̇la	y	1487	طويله								http://www.geonames.org/ontology#A.ADMD			1	Sancak	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	 	 	 	 	 	Yemen eyâleti	181
														2	Kaza merkezi	 	 	 	 	 	Kevkeban	Sana	Yemen eyâleti	 
Tavşanadası	y	8106	طوشان آطه سی											1	Ada	 	 	 	Çanakkale girişinde.	 	 	 	Çanakkale	 
Tavşanlı	y	11361	طوشانلی								http://www.geonames.org/ontology#P.PPLG			1	Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1842	 	 	 	Kütahya	Anadolu eyâleti	101
														2	Nahiye	1842	http://n2t.net/ark:/99152/p0pf2qb8jmh	1924	 	 	Merkez	Kütahya	Hudavendigâr eyâleti	 
														3	Kaza	1924	Turkish Republic	 	 	 	 	 	Kütahya	 
Tavşanlı	y	11362	طوشانلی								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Hafik	Sivas	Sivas vilâyeti	166
														2	Köy	 	 	 	 	 	Merkez	Hafik	Sivas	 
Tavtova	y	20171	طاوطوه								http://www.geonames.org/ontology#A.ADMD	Not		1	Kaza	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	Boğdan	Romanya	 
Tavus	y	7492	طاوس								http://www.geonames.org/ontology#A.ADMD			1	Kaza	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	 	 	 	 	Diyarbakır	Diyarbakır eyâleti	121
Tavusker	n	1488	طاوسکر	ÇATAKSU							http://www.geonames.org/ontology#A.ADMD			1	Sancak	18. yy.	http://n2t.net/ark:/99152/p0pf2qbhtsm	~1830	 	 	 	 	Çıldır eyâleti	119
														2	Kaza	~1830	http://n2t.net/ark:/99152/p0pf2qbzg6v	1865	 	 	 	Erzurum	Erzurum eyâleti	 
														3	Nahiye merkezi	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	Olur	Oltu	Erzurum	Erzurum vilâyeti	 
														4	Köy	 	 	 	Tavusker bölgesinde “Olur” nahiyesi kuruldu ve 1958’de kaza oldu.	 	Merkez	Olur	Erzurum	 
Taybe	y	7493	طيبه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Vadilacem	Şam	Suriye vilâyeti	168
Tayfur	n	11363	طيفور	TAYFURKÖY							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Merkez	Gelibolu	Edirne vilâyeti	122
														2	Köy	 	 	 	 	 	Merkez	Gelibolu	Çanakkale	 
Taygan	y	20043	طيغان	Tagonrog							http://www.geonames.org/ontology#P.PPLG	Not		1	Liman şehri	 	 	 	 	 	 	Kırım	Rusya	 
														2	Liman şehri	 	 	 	 	 	 	Kırım	Ukrayna	 
Tayyârî-i̇ Ulyâ Ve Süflâ	y	7494	طيارئ عليا وَ سفلی								http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1855	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Hakkâri	Van eyâleti	175
Tebaha	y	7495	تباها								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1874	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Birüssebi	Kudüs	Filistin	 
Tebale	y	8107	تباله											1	Kasaba	 	 	 	 	 	 	Tihame	Yemen	 
Tebe	y	7496	تبه							M.Ö. Mısır ve Finike’den gelen göçmenlerle kurulmuş. İhtimale göre Mısır’ın Tebe şehrinin adı buraya verilmiş. Bu adda Tesalya ve Filistin’de birkaç küçük kasaba daha vardır.	http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	 	Atika-Biyotiye eyâleti	 
														2	Kaza	 	 	 	 	 	 	 	Yunanistan	 
Tebgani̇	y	8108	تبغانی											1	Kasaba	 	 	 	 	 	 	Hora	Sisam emâreti	 
Tebri̇z	y	292	تبريز								http://www.geonames.org/ontology#A.ADMD		https://www.wikidata.org/wiki/Q80053	1	Eyâlet	1585	http://n2t.net/ark:/99152/p0pf2qbb9h8	1603	 	 	 	 	Azerbaycan eyâleti	 
														2	Eyâlet	1603	http://n2t.net/ark:/99152/p0pf2qbv3zv	 	 	 	 	 	İran yönetimi	 
														3	Eyâlet merkezi	 	 	 	 	 	 	Azerbaycan	İran	 
Tebük	y	7497	تبوک								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1893	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	Ma‘an	Kerek	Suriye vilâyeti	168
Teci̇rli̇	y	7498	تاجرلو	Cevdetiye, Degirmenocağı							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	1866	 	 	 	Üzeyir	Adana eyâleti	100
														2	Nahiye	1866	http://n2t.net/ark:/99152/p0pf2qbtdts	1890	 	 	Bulanık	Maraş	Halep vilâyeti	 
														3	Nahiye	1890	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	Osmaniye	Cebelibereket	Adana	 
														4	Nahiye	1924	Turkish Republic	1833	 	 	 	Osmaniye	Cebelibereket	 
														5	Nahiye	1833	http://n2t.net/ark:/99152/p0pf2qbzg6v	1996	 	 	 	Osmaniye	Adana	 
														6	Nahiye	1996	Turkish Republic	 	 	 	 	Merkez	Osmaniye	 
Tedmür	y	1489	تدمر								http://www.geonames.org/ontology#A.ADMD			1	Sancak	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	 	 	Şam eyâleti	159
Tedmür	y	7499	تدمر	Palmir							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1882	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	 	Deyr-i Zor sancağı	 
Tedmür Maa Humus	y	7500	تدمرمع حمص								http://www.geonames.org/ontology#A.ADMD			1	Kaza	18. yy.	http://n2t.net/ark:/99152/p0pf2qbhtsm	 	 	 	 	Humus	Şam eyâleti	159
Tefenni̇	y	7502	تفنی								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1866	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	 	Burdur	Konya vilâyeti	144
														2	Kaza	1924	Turkish Republic	 	 	 	 	 	Burdur	 
Teke	y	1490	تکه	Elmalı, Antalya							http://www.geonames.org/ontology#A.ADMD			1	Sancak	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	 	 	Anadolu eyâleti	101
														2	Sancak	 	 	1846	 	 	 	 	Kaptanpaşa eyâleti	 
														3	Sancak	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865	 	 	 	 	Karaman eyâleti	 
														4	Sancak	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1914	 	 	 	 	Konya vilâyeti	 
														5	Müstakil sancak	1914	http://n2t.net/ark:/99152/p0pf2qb3rtq	1924	 	 	 	 	Teke sancağı	 
														6	Vilâyet	1924	Turkish Republic	 	 	 	 	 	Antalya	 
Teke	y	11364	تکه	Tekeköy							http://www.geonames.org/ontology#P.PPLG			1	Nahiye merkezi	 	 	 	 	 	Değirmençayırı	Şile	İstanbul	 
														2	Nahiye	 	 	 	 	 	 	Şile	İstanbul	 
Teki̇rdağ	y	293	تکيرطاغ	Tekfurdağı		Rodosçuk		Rodosto			http://www.geonames.org/ontology#A.ADMD			1	Kaza	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	1812	 	 	 	Gelibolu	Rumeli eyâleti	156
														2	Kaza	1812	http://n2t.net/ark:/99152/p0pf2qbzg6v	1846	 	 	 	Vize	Silistre eyâleti	 
														3	Sancak	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865	 	 	 	 	Edirne eyâleti	 
														4	Sancak	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	 	 	Edirne vilâyeti	 
														5	Vilâyet	1924	Turkish Republic	 	 	 	 	 	Tekirdağ	 
Tekke	y	7503	تکه	Tekkeköy						1328 salnamesinde “Pelitlitekke”	http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	1953	 	 	 	Erbaa	Tokat	 
														2	Nahiye	1953	Turkish Republic	 	 	 	 	Taşova	Amasya	 
Tekkeköy	y	15557	تکه کوی									Republic of Turkey		1	Kasaba	 	 	~1990	 	 	Merkez	Merkez	Samsun	 
														2	Kaza	~1990	Turkish Republic	 	 	 	 	 	Samsun	 
Tekki̇raz	y	7504	تک کراز								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Ünye	Ordu	 
Tekman	y	15490	تکمان								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1924	Turkish Republic	1946	 	 	 	Hınıs	Erzurum	 
														2	Kaza	1946	Turkish Republic	 	 	 	 	 	Erzurum	 
Tekman	y	7505	تکمان								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	Soğik	Bayburt	Rum eyâleti	155
Tekman Maa Hınıs	y	7506	تکمان مع خنس								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1855	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Muş	Erzurum eyâleti	125
Tekye	y	7507	تکيه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1919	 	 	Sultanyeri	Gümülcine	Edirne vilâyeti	122
														2	Nahiye	1919	http://n2t.net/ark:/99152/p0pf2qbw2zt	 	 	 	Sultanyeri	Gümülcine	Yunanistan	 
Tel	y	8109	تل	Dernek										1	Köy	 	 	 	 	 	Merkez	Lice	Diyarbakır	 
Tel El-kâdi̇	y	11365	تل القاضی								http://www.geonames.org/ontology#P.PPLG			1	Antik şehir	 	 	 	 	 	 	Banyas	Suriye vilâyeti	168
Tel‘afer	y	7508	تلعفر								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1855	http://n2t.net/ark:/99152/p0pf2qb8jmh	1879	 	 	 	Musul	Van eyâleti	175
														2	Nahiye	1879	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	Sincar	Musul	Musul vilâyeti	 
Telin	n	11366	تلين	SUÇATI							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Gürün	Sivas	Sivas vilâyeti	166
														2	Kasaba	 	 	 	 	 	Merkez	Gürün	Sivas	 
Telkalah	y	11367	تل کلخ								http://www.geonames.org/ontology#P.PPLG			1	Kaza merkezi	1888	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	Hısnülekrad	Trablusşam	Beyrut	 
														2	Kaza merkezi	 	 	 	 	 	 	Hısnülekrad	Suriye	 
Telmesan	y	8110	تلمسان											1	Kasaba	 	 	 	 	 	 	Vehran	Cezayir	 
Telsi̇me Maa Li̇ce	y	7509	تلسيمه مع ليجه								http://www.geonames.org/ontology#A.ADMD			1	Kaza	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	 	 	 	 	Diyarbakır	Diyarbakır eyâleti	121
Temedmadi̇ye	y	7510	تمدماديه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Salat	Kerek	Suriye vilâyeti	168
Temelli̇	y	15491	تمللی								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1926	Turkish Republic	 	 	 	 	Polatlı	Ankara	 
Temrezler	y	7511	تمرزلر							Havran’ın Şekveren=Çamdibi köyü civarında idi.	http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	Edremit	Karesi	Anadolu eyâleti	101
Tenedos	n	7512	تنه دوس	BOZCAADA							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1866	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	 	Limni	Cezayir-i Bahr-i Sefid vilâyeti	118
														2	Kaza	1924	Turkish Republic	 	 	 	 	 	Çanakkale	 
Tenez	y	8111	تنس											1	Kasaba	 	 	 	 	 	 	Vehran	Cezayir	 
Tennureyn	y	7513	تنورين								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1861	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Batroun	Cebel-i Lübnan sancağı	 
Tenûme	y	11368	تنومه								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1873	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Merkez	Asir	Yemen vilâyeti	181
Tepe	y	11369	تپه	Behramki		Tepebaravan					http://www.geonames.org/ontology#P.PPLG			1	Kaza	19. yy.	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Diyarbakır	Diyarbakır eyâleti	121
														2	Nahiye	 	 	1936	 	 	Merkez	Diyarbakır	Diyarbakır eyâleti	 
														3	Nahiye	1936	Turkish Republic	 	 	 	 	Bismil	Diyarbakır	 
Tepebaşı	y	7514	تپه باشی	Halimiye							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	1989	 	 	 	Ermenek	Konya	 
														2	Nahiye	1989	Turkish Republic	 	 	 	 	Başyaylâ	Karaman	 
Tepeci̇kören	y	11370	تپه جک اوره ن	Sırkıntı		Sırkıntı-i Bâlâ					http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	1924	 	 	Merkez	Kozan	Adana	 
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Kozan	Adana	 
Tepedelen	y	7515	تپه دلن	Tepelene							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1913	 	 	 	Ergiri	Yanya vilâyeti	180
														2	Kaza	1913	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	 	 	Arnavutluk	 
Tepehan	y	7516	تپه خان	Sinan							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1875	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Pütürge	Malatya	Mamûretülaziz vilâyeti	147
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Pütürge	Malatya	 
Terabi̇n	y	7517	ترابين								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1874	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Birüssebi	Kudüs	Filistin	 
Terabui̇n	y	7518	ترابو ئين								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1881	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	Tuz	İşkodra	İşkodra vilâyeti	135
Tercan	y	7519	ترجان	Mamahatun							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1516	http://n2t.net/ark:/99152/p0pf2qbznht	1534	 	 	 	Bayburt	Rum eyâleti	155
														2	Kaza	1534	http://n2t.net/ark:/99152/p0pf2qb689b	1865	 	 	 	Erzurum	Erzurum eyâleti	 
														3	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	 	Erzurum	Erzurum vilâyeti	 
														4	Kaza	1924	Turkish Republic	1936	 	 	 	 	Erzurum	 
														5	Kaza	1936	Turkish Republic	 	 	 	 	 	Erzincan	 
Tercan-ı Süflâ	y	7520	ترجان سفلی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	Tercan	Bayburt	Rum eyâleti	155
Tercan-ı Ulyâ	y	7521	ترجان عليا								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	Tercan	Bayburt	Rum eyâleti	155
Tercil	n	1491	ترجيل	HAZRO							http://www.geonames.org/ontology#A.ADMD			1	Sancak	1520	http://n2t.net/ark:/99152/p0pf2qb689b	1867	 	 	 	 	Diyarbakır eyâleti	121
														2	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1871	 	 	 	Diyarbakır	Diyarbakır eyâleti	 
														3	Nahiye	1871	http://n2t.net/ark:/99152/p0pf2qbtdts	1954	 	 	Silvan	Diyarbakır	Diyarbakır vilâyeti	 
														4	Kaza	1954	Turkish Republic	 	 	 	 	 	Diyarbakır	 
Terek	y	20172	ترک	Kızlar							http://www.geonames.org/ontology#A.ADMD	Not		1	Eyâlet	 	 	 	 	 	 	Kafkasya	Rusya	 
Terkos	y	11371	ترقوس	Durusu							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	 	 	 	Çatalca	Çatalca	İstanbul	 
														2	Köy	 	 	 	 	 	Hadımköy	Çatalca	İstanbul	 
Terkos Ve Kurâ-yı Suyolu	y	7522	ترقوس وَ قرای صو يولی								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1852	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Kaza-yı Erbaa	Edirne vilâyeti	122
Terli̇s	y	7523	ترليس	Trilis							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1913	 	 	Nevrekop	Siroz	Selânik vilâyeti	163
														2	Nahiye	1913	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	Nevrekop	Siroz	Yunanistan	 
Termal	y	15492	ترمال	Gökçedere							http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Kaza	1995	Turkish Republic	 	 	 	 	 	Yalova	 
Terme	y	7524	ترمه								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1520	http://n2t.net/ark:/99152/p0pf2qb689b	~1537	 	 	 	Canik	Rum eyâleti	155
														2	Kaza	~1537	http://n2t.net/ark:/99152/p0pf2qb689b	1846	 	 	 	Canik	Sivas eyâleti	 
														3	Kaza	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	1924	 	 	 	Canik	Trabzon eyâleti	 
														4	Kaza	1924	Turkish Republic	 	 	 	 	 	Samsun	 
Terni̇s	y	20173	ترنس								http://www.geonames.org/ontology#A.ADMD	Not		1	Eyâlet	 	 	 	 	 	 	 	Macaristan	 
Tesalya	y	20295	تساليا	Thessalia								Not		1	Bölge	 	 	 	1397-1881 Osmanlı idaresinde. Fethi müteakip bu bölgede “Tırhala” eyâlet ve sancağı kuruldu.	 	 	 	Yunanistan	 
Teşne	y	7525	تشنه								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1866	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Banaluka	Bosna vilâyeti	113
Teşti̇k	y	15246	تشتيک								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye merkezi	1924	Turkish Republic	~1990	 	 	Çamoluk	Alucra	Giresun	 
														2	Kaza merkezi	~1990	Turkish Republic	 	 	 	 	Çamoluk	Giresun	 
Tevfi̇ki̇ye	y	11372	توفيقيه								http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q220049	1	Müdiriyet merkezi	 	 	 	 	 	 	Bahrulebyaz	Mısır hidiviyeti	 
Tevzer	y	8112	توزر											1	Kasaba	 	 	 	 	 	 	 	Tunus	 
Ti̇bni̇n	y	573	تبنين								http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q2733823	1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	 	 	 	 	Safed	Arap vilâyeti	103
														2	Sancak merkezi	 	 	1855	 	 	 	Bilâd-ı Bişara	Sayda eyâleti	 
														3	Kaza	1855	http://n2t.net/ark:/99152/p0pf2qb8jmh	1888	 	 	 	Bilâd-ı Bişara	Sayda eyâleti	 
														4	Nahiye	1888	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	Sur	Beyrut	Beyrut	 
Ti̇fli̇s	y	294	تفليس								http://www.geonames.org/ontology#A.ADMD		https://www.wikidata.org/wiki/Q994	1	Eyâlet	1578	http://n2t.net/ark:/99152/p0pf2qbb9h8	1603	 	 	 	 	Tiflis eyâleti	 
														2	Eyâlet	1603	http://n2t.net/ark:/99152/p0pf2qbv3zv	1723	 	 	 	 	İran yönetimi	 
														3	Eyâlet	1723	http://n2t.net/ark:/99152/p0pf2qbv754	1735	 	 	 	 	Osmanlı yönetimi	 
														4	Eyâlet	1802	http://n2t.net/ark:/99152/p0pf2qbt989	 	 	 	 	 	Rusya yönetimi	 
														5	Başşehir	 	 	 	 	 	 	 	Gürcistan	 
Ti̇kri̇t	y	1492	تکريت								http://www.geonames.org/ontology#P.PPLG			1	Sancak	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	17. yy.	 	 	 	 	Musul eyâleti	152
														2	Sancak	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	1830	 	 	 	 	Bağdad eyâleti	 
														3	Nahiye	1830	http://n2t.net/ark:/99152/p0pf2qbzg6v	1831	 	 	Merkez	Musul	Diyarbakır eyâleti	 
														4	Kaza	1831	http://n2t.net/ark:/99152/p0pf2qbzg6v	 	 	 	 	Samarra	Bağdad eyâleti	 
														5	Nahiye	 	 	 	 	 	 	Bağdad	Irak	 
Ti̇kveş	y	7526	تيکوش	Tikos		Kavadar					http://www.geonames.org/ontology#A.ADMD			1	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1917	 	 	 	Selânik	Selânik vilâyeti	163
														2	Kaza	1917	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	 	Selânik	Yunanistan	 
Ti̇l	y	15247	تيل								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye merkezi	 	 	~1990	 	 	Korkut	Merkez	Muş	 
														2	Kaza merkezi	~1990	Turkish Republic	 	 	 	 	Korkut	Muş	 
Tilbaşar	n	7527	تلبشار	GÜNDOĞAN							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1520	 	 	 	Ayıntab	Arap vilâyeti	103
														2	Kaza	1520	http://n2t.net/ark:/99152/p0pf2qb689b	1865	 	 	 	Ayıntab	Halep eyâleti	 
														3	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Ayıntab	Halep	Halep vilâyeti	 
														4	Köy	 	 	 	 	 	Merkez	Oğuzeli	Gaziantep	 
Ti̇lfeti̇ş	y	11373	تلفتيش								http://www.geonames.org/ontology#P.PPLG			1	Nahiye merkezi	 	 	 	 	 	Gölcük	Hilvan	Şanlıurfa	 
Tilgoran	n	11374	تلکوران	YOLLARBAŞI							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	19. yy.	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	Merkez	Mardin	Diyarbakır eyâleti	121
														2	Köy	 	 	 	 	 	Merkez	Viranşehir	Şanlıurfa	 
Tillo	n	15248	تللو	AYDINLAR							http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye	 	 	 	 	 	 	Merkez	Siirt	 
Ti̇lmennes	y	11375	تل منس								http://www.geonames.org/ontology#P.PPLG			1	Kale	 	 	 	 	 	Maarretünnuman	Şam	Suriye vilâyeti	168
Tilmo	n	11376	تلمو	YALINCA							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1875	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Pütürge	Mamûretülaziz	Mamûretülaziz	 
														2	Köy	 	 	 	 	 	Doğanyol	Pütürge	Malatya	 
Ti̇lüsseb‘	y	8113	تل السبع											1	Kasaba	 	 	 	 	 	 	 	Mısır (Nil deltasında)	 
Ti̇mar	y	11377	تيمار	Canik = Gedikbulak							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1882	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	Merkez	Van	Van vilâyeti	175
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Merkez	Van	 
Tımış	y	7528	طمش	Tımışvar							http://www.geonames.org/ontology#A.ADMD			1	Eyâlet	 	 	1920	kontluk	 	 	 	Macaristan	 
														2	Eyâlet	1920	http://n2t.net/ark:/99152/p0pf2qbw2zt	 	 	 	 	 	Romanya	 
