key-name	alt-name	Reference
Velakinçe k., İzmirnik n., Alacahisar l.	Beyoştiçe k.	
Yanaki k., Ülündürük bölgesi, Liva-diye kz., Tırhala l.	Bezano k.	
Mescid-i Hacı Tanrıvermiş m., Gelibolu nf., Gelibolu kz., Gelibolu l.	Bıçakcıoğlu m.	
Pavri k., Visoka n., Saray kz., Bosna l.	Bırgola k.	
Selite k., İskenderiye n., İskenderiye kz., İskenderiye l.	Bırla k.	
Dolna Goleş k., Bana n., Vişegrad kz., Bosna l.	Bırniçe k.	
Mençik k., Priştine n., Priştine kz., Vulçıtrın l.	Bırniçe k.	
Borovçe k., Bırvenik n., Bırvenik kz., İzvornik l.	Bırzava k.	
Abdullahköy k., Yanbolu kz., Silistre l.	Bıyıklı k.	
Şahin k., Yenice-i Karasu kz., Solkol, Paşa l.	Bıyıklı Hacı/Boyacı Ahmed k.	
İstriçani k., Avlonya kz., Avlonya l.	Biçak k.	
Biga k., Tatarbazarı kz., Sağkol, Paşa l.	Bige k.	
Pehlinçe k., Yeleç n., Yenibazar kz., Bosna l. 129	Bikine k.	
Vila k., Fanta-i Küçük n., Dukakin vt.	Bilişt k.	
Bulmuşlar k., Yenişehir n., Yeni-şehir kz., Tırhala l.	Bilmezler k.	
Çrişniçe k., Kuçeva n., Semendire kz., Semendire l.	Binovaç k.	
Kostiyani k., Badracık n., Badracık kz., Tırhala l.	Birle k.	
Brestoviçe k., Niğbolu kz., Niğbolu l.	Birova k.	
Polyani k., Alasonya n., Alasonya kz., Tırhala l.	Birtiçine k.	
Hamzabeyli k., Dubniçe n., Ilıca kz., Köstendil l.	Bistriçe k.	
Yörük Hüseyin k., Müselleman-ı Çirmen	Bitili (?) k.	
Kaluberniçe k., Filibe kz., Sağkol, Paşa l.	Blasniç k.	
Çirenin k., Nasliç n., İştin kz., Solkol, Paşa l.	Blaşe k.	
Sugubine k., Yarçe n., Yenibazar kz., Bosna l.	Bobik k.	
Boçaç n., Neretva kz., Bosna l.	Boçaçkalesi/Kale-i Boçaç n.	
Beluşi mz., Karitena n., Karitena kz., Mora l.	Bodovokle mz.	
Buga	Boga	
Kostandin Petkoçani m., Prizrin nf., Prizrin n., Prizrin l.	Boga Ribar m.	
Gorna Petine mz., Alacahisar n., Alacahisar kz., Alacahisar l.	Boganiçe mz.	
Dolna Kratova k., Islavişte n., Ilıca kz., Köstendil l.	Bogarin k.	
Sredne Suşiçe k., Ürgüb n., Ürgüb kz., Alacahisar l.	Bogavinofça k.	
Ulyar k., Lab n., Priştine kz., Vul-çıtrın l.	Bogdaşofça k.	
Pertoboliçe mz., Lab n., Priştine kz., Vulçıtrın l.	Bogikofça mz.	
Igar k., Korskajupe n., Mostar kz., Hersek l.	Bogil k.	
İgar k., Korskajupe n., Mostar kz., Hersek l.	Bogil k.	
Muklani k., Siroz kz., Solkol, Paşa l.	Bogolani k.	
Palmiş k., Avrathisarı kz., Solkol, Paşa l.	Bogorotiçe (?) k.	
Eflak k., İskenderiye n., İsken-deriye kz., İskenderiye l.	Bogortuza k.	
Tvirdan k., Osaniçe n., Foça k., Hersek l.	Bogovik k.	
		
Podgradye k., Saray n., Saray kz., Bosna l.	Boğazıyumru k.	
Sekilüm k., Prevadi kz., Silistre l. 137	Boğazkesen k.	
Nikro k., Yenişehir n., Yenişehir kz., Tırhala l.	Boğazköy k.	
Evrenos çf. Sadobre k., Mileşeva n., Prepolye kz., Hersek l.	Bojdar Popovik bşt.	
Bradinçe k., İnegoşta n., İvranya kz., Köstendil l.	Bojetinçe k.	
Gurteniçe k., Topolniçe n., Novabırda kz., Vulçıtrın l.	Bojniçe k.	
Ras-ı Küçük k., İskenderiye n., İsken-deriye kz., İskenderiye l.	Bokis k.	
Boğluca k., Hasha-i İstanbul kz., Vize l.	Bokluca k.	
Gostomno k., Zihne kz., Solkol, Paşa l.	Bokluca k.	
Hızır ve Selimşahhatun ve Sofu Mustafa çf., Laşva n., Brod kz., Bosna l.	Bolaç ve Hodbazye (?) ve Bahoviçe ve Kırçovine mz.	
Belgrad n., Neretva kz., Bosna l.	Bolamaç n.	
Trik k., Yarçe n., Yenibazar kz., Bosna l.	Boletin k.	
İvladsalik k., Virbanya n., Brod kz., Bosna l.	Bolisavik k.	
Yelovçe k., Saray n., Saray kz., Bosna l.	Bolkovik k.	
Benova k., Tikveş n., Ustrumca kz., Köstendil l.	Bonova k.	
Kakarik k., İskenderiye n., İskenderiye kz., İskenderiye l.	Borad k.	
Çesto Kladinçe k., Bihlişte kz., Solkol, Paşa l.	Boreş k.	
Borak k., Belgrad n., Belgrad kz., Semendire l.	Borika k.	
Bratilofça k., Vulçıtrın n., Vulçıtrın kz., Vulçıtrın l.	Borilofça k.	
Marine k., Tikveş n., Ustrumca kz., Köstendil l	Borine k.	
Kravyak k., Yarçe n., Yenibazar kz., Bosna l.	Boroyevik k.	
Lubniçe k., Avrathisarı kz.	Bortoraşiçe k.	
Kalamozi mz., İstifa n., İstifa kz., Agrıboz l.	Boryan mz.	
Dolna Bela k., Sirişnik n., Ilıca kz., Köstendil l.	Bosilgrad k.	
Şebiçe k., İpek n., Braniçeva kz., Semendire l.	Bosnan k.	
Emir Ali k., Hatunili n., Vize l.	Bostanlar k.	
Şuşmin k., Delboçiçe n., Niş kz., Alacahisar l. 143	Boşnak k.	
Bukani k., İpek kz., İskenderiye l.	Botinbreg k.	
Krasnavoyvoda k., Filibe kz., Sağkol, Paşa l.	Botova k.	
Bıkliş k., Bana kz., Vidin l.	Bovan k.	
Şahin k., Yenice-i Karasu kz., Solkol, Paşa l.	Boyacı Ahmed/Bıyıklı Hacı k.	
Aya Paraskevi k., Aydos bölgesi, Angelikasrı kz., Karlıili l.	Boykos k.	
Vlayofça mz., Delboçiçe n., Niş kz., Alacahisar l.	Boynofça mz.	
Çanakçılar k., Prevadi kz., Silistre l.	Bozabdallar k.	
Rabiçe k., Vidin n., Vidin kz., Vidin l.	Bozanofça k.	
Ejderli k., Kırkkilise kz., Vize l.	Bozapa k.	
Kastalak k., Hasha-i İstanbul kz., Vize l.	Bozdar k.	
Raklite k., Aydos kz., Silistre l.	Bozyayla k.	
Gök İlyaskuyusu mz., Hır-sova kz., Silistre l.	Böğrücedöllüğü mz.	
İvraşniç k., Filibe kz., Sağkol, Paşa l.	Bölmece k.	
Mondoni k., Ülündürük bölgesi, Livadiye kz., Tırhala l.	Bradeş k.	
Zavirşa k., Şubin n., Srebreniçe kz., İzvornik l.	Bradik k.	
Mescid-i Hacı İnehan m., Saray nf., Saray n., Saray kz., Bosna l.	Bradnik m.	
Lipovaç k., İpek kz., İskenderiye l.	Bradosan k.	
Brazani k., Bihlişte kz., Solkol, Paşa l.	Brajançi ve Değirmenci k.	
Kızılmuradlı k., Çernovi kz., Niğbolu l.	Braşova k.	
Prosko k., Lefçe n., Zagırlata kz., Alacahisar l.	Bratinkovaç k.	
İstoyan m., Lofça nf., Lofça kz., Niğbolu l.	Bratohan k.	
Poliçani k., Rika n., Karadağ kz., İskenderiye l.	Brayik k.	
Lofça kz., Niğbolu l., Voynugan-ı Istabl-ı Amire	Brayiliçe kz.	
İstaniçe k., Karadonlu n., Nova-bırda kz., Vulçıtrın l.	Brayko Koli k.	
Novasile k., Delvine n., Delvine kz., Avlonya l.	Braylat k.	
Miho Çukala k., İştin kz., Solkol, Paşa l.	Brejani k.	
Gorna Ustudançe k., Onogoşta n., Nova kz., Hersek l.	Breovik k.	
Gorna Bresniçe k., Ürgüb n., Ürgüb kz., Alacahisar l.	Bresiçi k.	
Gorna Trebunye k., Ürgüb n., Ürgüb kz., Alacahisar l.	Bresniçe k.	
Pejle k., Usora n., Brod kz., Bosna l.	Brestiye k.	
Belan k., Çernovi kz., Niğbolu l.	Brestofça k.	
Vukdrag veled-i İstepan çf., Seniçe n., Yenibazar kz., Bosna l.	Breze y.	
Bresniçe k., Üsküb kz., Sağkol, Paşa l.	Brezniçe k.	
Hagepolye k., Vulçıtrın n., Vulçıtrın kz., Vulçıtrın l.	Brıdrovik k.	
Bırkaç	Brkaç	
Bırlog	Brlog	
Boniçe Luka mz., Kale-i Sin n., Iskıradin kz., Bosna l.	Brodaşik mz.	
Pali k., Kladana n., Saray kz., Bosna l.	Broseva k.	
Lozniçe k., Boraç n., Vişegrad kz., Bosna l.	Brotenik k.	
Brobliçi k., Kalkandelen kz., Sağkol, Paşa l.	Brotiçe k.	
Baraklı k., Nogoriçe n., İştib kz., Köstendil l.	Brovoyofça k.	
Bırvenik	Brvenik	
Dobovçe k., Koznik n., Alacahisar kz., Alacahisar l.	Bubov k.	
Lupiçine k., İvranya kz., Köstendil l.	Buçişte k.	
Mescid-i Hoca m., Gelibolu nf., Gelibolu kz., Gelibolu l.	Buçukkilindir m.	
Hüsamhoca md., Gelibolu nf., Gelibolu kz., Gelibolu l.	Buçukkilindir md.	
Hotacı Katuna k., Narda kz., Yanya l.	Buga k.	
Ilıca k., Fenar n., Fenar kz., Tırhala l.	Buhular k.	
Karacaoğluyurdu k., Fenar n., Fenar kz., Tırhala l.	Buhular k.	
Küçük Hotur k., İştin kz., Solkol, Paşa l.	Bukar k.	
Bukoviçe k., Ozrin n., Brod kz., Bosna l.	Bukova k.	
İstançik k., Olofça n., Vişegrad kz., Bosna l.	Bukovik k.	
Palyopirgo k., Grebene bölgesi, Balya-badra kz., Mora l.	Bukura k.	
Bresnik k., Praşova n., İvranya kz., Köstendil l.	Bulanofça k.	
Krinşor k., Ürgüb n., Ürgüb kz., Alacahisar l.	Bulatofça k.	
Dervişan k., Niğbolu kz., Niğbolu l.	Bulgarine-i Küçük k.	
Alpagud k., Mıgalkara kz., Gelibolu l.	Bulgur k.	
Bosilofça k., Şehirköy kz., Paşa l.	Bunay k.	
Rumbeyi k., Topolovakürekçiği, Hır-sova kz., Silistre l	Burakçi k.	
Mudrinçe k., Kalkandelen kz., Sağkol, Paşa l.	Burgaz k.	
Muradbey mz., Kızılağaç kz., Sağkol, Paşa l.	Burgazlı mz.	
Yenişehirli k., Karıyaya n., Gelibolu kz., Gelibolu l.	Burhan k.	
Yenişehirli k., Karıyaya n., Geli-bolu kz., Gelibolu l.	Burhanköyü k.	
Oseniçe k., Nevrekop kz., Solkol, Paşa l.	Burhova k.	
Mençik k., Vulçıtrın kz., Vulçıtrın l.	Burinçe k.	
Onçe k., Saray n., Saray kz., Bosna l.	Burka k.	
Progono k., Vumeri, Hulumiç n., Hulu-miç kz., Mora l.	Burma k.	
Gunovaç k., Lepaniçe n., Rudnik kz., Semendire l.	Burunaç k.	
Kırçova k., İştib n., İştib kz., Kös-tendil l.	Buselnova k.	
Brenik k., Topolniçe n., Novabırda kz., Vulçıtrın l.	Buşed k.	
Bratilofça k., Nogoriçe n., İştib kz., Köstendil l.	Buykova k.	
Galati k., Arhos n., Arhos kz., Mora l.	Buzi k.	
Umurbey k., Abrı n., Gelibolu kz., Gelibolu l.	Bülfiruz k.	
Ebülharir k., Yörükan-ı Kocacık	Bülharir k.	
Canbazan-ı Büzürk k., Canbazan	Büyük Canbaz k.	
Bıyıklı İbrahim k., Hırsova kz., Silistre l.	Büyük Çamurlu k.	
Timurci Ahad k., Çatalca n., Çatalca kz., Tırhala l.	Büyük Derindi k.	
Karakarlı-i Büzürk k., Hayrabolu kz., Vize l.	Büyük Karakarlı k.	
Desani k., Kesriçe n., Yenişehir kz., Tırhala l.	Büyük Köy k.	
Fuştani k., Olivir, Yenice-i Vardar kz., Solkol, Paşa l.	Büyük Otruk k.	
İksirovaltos k., Serfiçe kz., Solkol, Paşa l.	Büyük Valtos k.	
Kozluca k., Yenice-i Karasu kz., Solkol, Paşa l.	Büyük Züncani k.	
Karlı-yı Büzürk k., Yörükan-ı Vize	Büyükkarlı k.	
Büyük Önlü	Büyünlü	
Üçorman k., Varna kz., Silistre l.	Cafervoyvodakuyusu k.	
Eski c., Hayrabolu nf., Hayrabolu kz., Vize l.	Cami-i Atik	
Üçşerefeli c., Edirne nf., Edirne kz., Sağkol, Paşa l.	Cami-i Cedid	
Yakub Kasab m., Kızılağaç nf., Kızılağaç kz., Sağkol, Paşa l.	Cami-i Şerif m.	
Çamlıca m., Gelibolu nf., Gelibolu kz., Gelibolu l.	Cami-i Yakubbey m.	
Hoca Hamza m., İpsala nf., İpsala kz., Sağkol, Paşa l.	Camili m.	
Kara Ali k., Harala n., Mıgalkara kz., Gelibolu l.	Canbazlar k.	
Başpınar k., Hırsova kz., Silistre l.	Celal Seyyid k.	
Kara Bektaş k., Aydos kz., Silistre l.	Cem Halil k.	
Kürekcik k., Hırsova kz., Silistre l.	Cemaat-i Eyyubfakih k.	
Karaca Ali k., Çorlu kz., Vize l.	Cemaat--i Öksüzler k.	
Ahmedkuyusu k., Hırsova kz., Silistre l.	Cemaat-i Sarugöllü k.	
Tanrıverdi k., Hırsova kz., Silistre l.	Cemaat-i Timur k.	
Mescid-i Veled-i Cemşid m., Gelibolu nf., Gelibolu kz., Gelibolu l.	Cemşidzade m.	
Karaca Davud k., Kızılağaç kz., Sağkol, Paşa l.	Cice k.	
Ojgay k., İpek kz., İskenderiye l.	Cil k.	
Obreza k., Resava n., Braniçeva kz., Semendire l.	Cucan k.	
İzderilçe k., Kestorya kz., Solkol, Paşa l.	Cuhudpınarı k.	
Mahmudlar k., Silivri kz., Vize l.	Cücesekban k.	
Cüllahan k., Filibe kz., Sağkol, Paşa l.	Cüllah Aziz k.	
Çeltükçü k., Kesriçe n., Yenişehir kz., Tırhala l.	Cüllah Hamza k.	
Podimir k., İştib n., İştib kz., Köstendil l.	Cüllah İbrahimcemaati k.	
Hacı Timurhan m., Zağra-i Eski-hisar nf., Zağra-i Eskihisar kz., Sağkol, Paşa l.	Cüllahan m.	
Ahmedler k., Platimana bölgesi, Yenişehir kz., Tırhala l.	Cüllahlar k.	
Yançik k., Popol n., Yenibazar kz., Bosna l.	Çaçine k.	
İtanası k., Gümülcine kz., Solkol, Paşa l.	Çadırlı k.	
Kalivya-i Kömürcüler k., Tırhala n., Tırhala kz., Tırhala l.	Çagali k.	
Ayo Vasil k., Koritos n., Koritos kz., Mora l.	Çağılhisar k.	
Manyaslı k., Müselleman-ı Çirmen	Çağırganlı k.	
Keremüddin mz., Yanbolu kz., Silistre l.	Çağırğanlı mz.	
İstala dalyanı, Karitena kz., Mora l.	Çaka (?) dalyanı	
Köpekli k., Vize n., Vize l.	Çakalobası k.	
Hızır k., Kırkkilise kz., Vize l.	Çakıradası k.	
Yapağılı k., Silivri kz., Vize l.	Çakırağa k.	
Doğancı Oruç çf., Ferecik kz., Sağkol, Paşa l.	Çakırcı çf.	
Hocabeyli k., Dimetoka kz., Sağkol, Paşa l.	Çakmakdede k.	
Gorna Peştani k., İvraca kz., Niğ-bolu l.	Çakoniçe k.	
Aliobası k., Akçakızanlık kz., Çir-men l.	Çalıobası k.	
Deli İsa k., Döneke, Çatalca n., Çatalca kz., Tırhala l.	Çamaşbey k.	
Çayhisar k., Ala-sonya n., Alasonya kz., Tırhala l.	Çamaşkalesi/Kale-i Çamaş k.	
Öksüz Musa k., Prevadi kz., Silistre l.	Çamurine k.	
Küçük Çamurlu k., Yörükan-ı Kocacık	Çamurlu-yı Küçük k.	
Kolnik k., Gostil n., Srebreniçe kz., İzvornik l.	Çapik k.	
Cumabazarı nf., Fenar n., Fenar kz., Tırhala l.	Çaputlu nf.	
Hisarbeyi k., Yanbolu kz., Silistre l.	Çarık k.	
Malo Miyoniçe k., Uziçe n., Pojega kz., Semendire l.	Çariçe k.	
Mustafa Karamani m., Tatarbazarı nf., Tatarbazarı kz., Sağkol, Paşa l.	Çarşu m.	
Ohrili Sinan bin Abdullah m., Semen-direkalesi varoşu, Semendire kz., Semendire l.	Çarşu m.	
Praçabazarı nf., Boraç n., Vişegrad kz., Bosna l.	Çatalca nf.	
Sunkurkuyusu k., Silistre kz., Silistre l.	Çatalımca k.	
Hacı Mehmed k., Zağra-i Eskihisar kz., Sağkol, Paşa l.	Çatalöyük k.	
İbçava k., Lomniçe n., Semendire kz., Semendire l.	Çava k.	
Aya Todor k., Fenar n., Fenar kz., Tırhala l.	Çavuş k.	
Cumalı k., Şumnu kz., Niğbolu l.	Çavuş k.	
İvlatado mn., Asomat m., Selanik nf., Selanik kz., Solkol, Paşa l.	Çavuş mn.	
Müsellem Bahşi mz., Hayrabolu kz., Vize l.	Çavuş Mahmud mz.	
Gerdelli/Geredeli k., Dimetoka kz., Sağkol, Paşa l.	Çavuşköy k.	
Tunrullu k., Kırkkilise n., Vize l.	Çavuşköyü k.	
Bayatluviranı k., İpsala kz., Sağkol, Paşa l.	Çavuşlu k.	
Doğancı Davud k., Pınarhisar n., Vize l.	Çayır k.	
İstepan İvan m., Kalkan-delen nf., Kalkandelen kz., Sağkol, Paşa l.	Çayır-ı Bogdan (?) m.	
Pazvani k., Tırnova kz., Niğbolu l.	Çayırköy k.	
Obad k., Olofça n., Vişegrad kz., Bosna l.	Çehan k.	
Varoş-ı Rogatiçe m., Rogatiçe-bazarı nf., Boraç n., Vişegrad kz., Bosna l.	Çelebibazarı m.	
Rogatiçebazarı nf., Boraç n., Vişegrad kz., Bosna l.	Çelebibazarı nf.	
Çeltükçü k., İzdin n., İzdin kz., Agrıboz l.	Çeltükciyan k.	
Vozarçe k., Tikveş n., Köstendil l.	Çeltükciyan k.	
Orizar çeltüknehri, Selanik kz., Solkol, Paşa l.	Çeltükciyan nehri	
Hasanofça k., Nogoriçe n., İştib kz., Köstendil l.	Çeltükçü k.	
Nihor k., Siroz kz., Solkol, Paşa l.	Çeltükçü k.	
Recebli k., Tırnova kz., Niğbolu l.	Çeltükçü k.	
Reis Nasuh k., Pınarhisar n., Vize l. 176	Çeltükçü k.	
Tavuşlu k., Yanbolu kz., Silistre l.	Çeltükçü k.	
Gömenler k., Harala n., Mıgalkara kz., Gelibolu l.	Çeltükçü-yi Küçük k.	
Uzun Yusuf k., Varna kz., Silistre l.	Çeltükderesi k.	
Dolna Dırton k., Boraç n., Vişe-grad kz., Bosna l.	Çemerniçe k.	
Lukoviçe k., Berkofça kz., Paşa l.	Çemiş k.	
Tonbe k., Tırhala n., Tırhala kz., Tırhala l.	Çemrehor k.	
Mahmiller k., Hayrabolu kz., Vize l.	Çeneci k.	
Akkilise k., Aydos kz., Silistre l.	Çenge k.	
Zağralı k., Silistre kz., Silistre l.	Çeraklar k.	
Bişkef k., Iskırapar n., Belgrad kz., Avlonya l.	Çeranişte k.	
Çerinye k., Bırvenik n., Bırvenik kz., İzvornik l.	Çerge k.	
Çadırlı k., Kızılağaç kz., Sağkol, Paşa l.	Çeribaşı k.	
Güvenç k., Ferecik kz., Sağkol, Paşa l.	Çeribaşı k.	
İnliya (?) k., Filibe kz., Sağkol, Paşa l.	Çeribaşı k.	
Yakubbey k., Vize n., Vize l.	Çeribaşı k.	
Kastel k., İştib n., İştib kz., Köstendil l.	Çerişka/Kastel k.	
Şemsüddin k., Abrı n., Mıgalkara kz., Gelibolu l.	Çerkeşli k.	
Lupsat k., Delvine n., Delvine kz., Avlonya l.	Çerkoviçe k.	
Kanadori k., Fenar n., Fenar kz., Tırhala l.	Çerkovine k.	
Karacalar k., Hırsova kz., Silistre l.	Çerneçeniçe k.	
Kiliseli k., Alasonya n., Alasonya kz., Tırhala l.	Çerniçani k.	
Kolço m., Lofça nf., Lofça kz., Niğbolu l.	Çernika m.	
Hereç k., İpek kz., İskenderiye l.	Çernipotok k.	
Igrıta k., Avrathisarı kz., Solkol, Paşa l.	Çernişte k.	
Şarpel k., Bırvenik n., Bırvenik kz., İzvornik l.	Çernogovine k.	
Kleççi k., Yeleç n., Yenibazar kz., Bosna l.	Çernomir k.	
Aya Paraskeva k., Sidrekapsi n., Sidrekapsi kz., Solkol, Paşa l.	Çeronye k.	
Kutlofça k., Berkofça kz., Paşa l.	Çeroviçe k.	
Dobrovlik k., Niğbolu kz., Niğbolu l.	Çervenebreg k.	
Saruyar k., Dubniçe n., Ilıca kz., Köstendil l.	Çervenebreg k.	
İslatina k., Çernereka n., Vidin kz., Vidin l.	Çeryiyone k.	
Kırzinçe k., İnegoşta n., İvranya kz., Köstendil l.	Çeşliçe k.	
Sülemişli k., Yenişehir n., Yenişehir kz., Tırhala l.	Çeşme k.	
Çopolna k., Apokrı n., Kerpiniş kz., Tırhala l.	Çevelasa k.	
Kırıkdemürci k., Çorlu kz., Vize l.	Çevlümkaya k.	
Kalite mz., Depedelen kz., Av-lonya l.	Çevrikpınar mz.	
Ligovarda k., Manastır kz., Sağkol, Paşa l.	Çıkrıkçı k.	
Hüseyinbey m., Yenice-i Vardar nf., Yenice-i Vardar kz., Solkol, Paşa l.	Çınar m.	
Potamya k., Kesriçe n., Yenişehir kz., Tırhala l.	Çınarlı k.	
Çengerli k., Zağra-i Eskihisar kz., Sağkol, Paşa l.	Çıracı k.	
Yenice-i Çırpan nf., Yenice-i Çırpan kz., Çirmen l.	Çırpan nf.	
Yenice-i Çırpan nf., Yenice-i Çırpan kz., Çirmen l.	Çırpan Yenicesi nf.	
Yenice-i Çırpan kz., Çirmen l.	Çırpan kz.	
Sinholık k., Filibe kz., Sağkol, Paşa l.	Çırpılı k.	
Silgeri k., Akhisar, Dimetoka kz., Sağkol, Paşa l.	Çiftlik-i Doğancı Halil k.	
Filibeli Ahmed k., Silivri kz., Vize l.	Çiftlik-i Sinanpaşa k.	
Çiger m., Pirlepe nf., Pirlepe kz., Sağkol, Paşa l.	Çigar m.	
Karagözoğlu k., Hırsova kz., Silistre l.	Çineli k.	
Argiste k., Sovalak n., Kerpiniş kz., Tırhala l.	Çipoti k.	
Ukroviçe k., Aşağı Gırbelan n., Karadağ kz., İskenderiye l.	Çirişne k.	
Çirlani k., Belgrad n., Belgrad kz., Semen-dire l.	Çirlen k.	
Blaya k., Agrafa n., Fenar kz., Tırhala l.	Çirmenika k.	
Drapnik k., Dubrovnik n., Saray kz., Bosna l.	Çirnerika k.	
Diğinler k., İştib n., İştib kz., Köstendil l.	Çirnovlişte k.	
Mega Horya k., Kerpiniş n., Kerpiniş kz., Tırhala l.	Çiro k.	
Develi k., Niğbolu kz., Niğbolu l.	Çirovda k.	
İshaklı k., Yanbolu kz., Silistre l.	Çivili k.	
Voyvoda k., Karinovası kz., Silistre l.	Çivrilli k.	
Kayalar k., Badracık n., Badracık kz., Tırhala l.	Çobanlar k.	
Berdiçe m., İskenderiye nf., İsken-deriye kz., İskenderiye l.	Çobanlar m.	
Dalkaç k., Şumnu kz., Niğbolu l.	Çobanpınarı k.	
Malkoçlu k., Müselleman-ı Çingane	Çohsekban k.	
Malkoçlu k., Müselleman-ı Çingane	Çoksekban k.	
Kruşovyani k., Pirlepe kz., Sağkol, Paşa l.	Çomiva k.	
Kidonya k., Kalabakkaya, Tırhala n., Tırhala kz., Tırhala l.	Çonkoro k.	
Nağrı (?) k., Filibe kz., Sağkol, Paşa l.	Çömlek k.	
İgnad m., Lofça nf., Lofça kz., Niğbolu l.	Çörek k.	
Çukurorman k., Varna kz., Silistre l.	Çukurkışla k.	
Pabratine k., Lepaniçe n., Rudnik kz., Semendire l.	Çunkova k.	
Kaniçe k., Arkadya n., Arkadya kz., Mora l.	Çurnota k.	
Dabçebereli Dedebe (?) m., Manastır nf., Manastır kz., Sağkol, Paşa l.	Dabçe İstaykov m.	
Datlu	Dadlu	
Piperova k., İştib n., İştib kz., Kös-tendil l.	Dadolçe k.	
İksiraka k., Oroz n., Agrıboz kz., Agrıboz l.	Dafne Kogi k.	
Garibçe k., Dimetoka kz., Sağkol, Paşa l.	Dağeri k.	
Pusatlı k., Hasköy n., Hasköy kz., Çir-men l.	Dağeri k.	
Koçibey k., Agrıboz kz., Agrıboz l.	Dakos k.	
Timurobası k., Pirlepe kz., Sağkol, Paşa l.	Dalbeyi k.	
Yirbovan k., Keşan kz., Sağkol, Paşa l./Gelibolu l.	Dalmaca k.	
Uzuncakuyusu k., Varna kz., Silistre l.	Danışıkoğulları k.	
Karıharmanlığı k., Hırso-va kz., Silistre l.	Danişmend Mustafa k.	
Babaeskisi kz., Vize l.	Danişmendeskisi kz.	
Hızırfakih k., Yanbolu kz., Silistre l.	Danişmendli k.	
Hisarluca k., Yenişehir n., Yeni-şehir kz., Tırhala l.	Danişmendli k.	
Nuruddinfakih k., Dimetoka kz., Sağkol, Paşa l.	Danişmendli k.	
Samedfakih k., Keşan kz., Sağkol, Paşa l.	Danişmendli k.	
Likureşi k., Koritos n., Koritos kz., Mora l.	Dara k.	
Ayo Dimitri k., Balyabadra kz., Mora l.	Dardesi k.	
Taka k., Rinasa kz., Yanya l.	Dardesi k.	
Darı	Daru	
Sredne Ustup k., Seniçe n., Yenibazar kz., Bosna l.	Daşevik k.	
Muynaç k., Morava n., Priştine kz., Vulçıtrın l.	Davidofça k.	
Yaruta k., Petros kz., Alacahisar l.	Davidofça k.	
Gradçaç k., Tırgovişte n., Prizrin kz., Prizrin l.	Davidovik k.	
İskamana k., Selanik kz., Solkol, Paşa l.	Davud Bali k.	
Bereketli k., Drama kz., Solkol, Paşa l.	Davudçi k.	
Labova k., Hırsova kz., Silistre l.	Davudlar k.	
Göcek k., Varna kz., Silistre l.	Dayakkuyusu (?) k.	
Tabbağ	Debbağ	
Alidebbağ k., Ferecik kz., Sağkol, Paşa l.	Debbağ Ali k.	
Debbağin m., İpsala nf., İpsala kz., Sağkol, Paşa l.	Debbağlar m.	
Aşağı Debri n., Debri kz., Ohri l.	Debri-yi Zir n.	
Abalar k., Müselleman-ı Çirmen	Dede Bali k.	
Lapişka k., Kuzay n., Srebreniçe kz., İzvornik l.	Dedeçeva k.	
Marmara k., Kesriçe n., Yenişehir kz., Tırhala l.	Değirmenderesi k.	
Virlova k., Filibe kz., Sağkol, Paşa l.	Değirmenderesi k.	
Abdiköyü k., Hasha-i İstanbul kz., Vize l.	Deli Ali k.	
Deli Nasuh mz., Silistre kz., Silistre l.	Deli Ali k.	
Kadıköy k., Gümülcine kz., Solkol, Paşa l.	Deli Danişmend k.	
Hacı Yusuf k., Çatalca n., Çatalca kz., Tırhala l.	Deli Halil k.	
Hasbeyli k., Müselleman-ı Çirmen	Deli İlyas k.	
Hisarlık k., Varna kz., Silistre l.	Deli Kulfal k.	
Forsalı k., Yörükan-ı Kocacık	Deli Musa k.	
Karacagöz k., Dimetoka kz., Sağkol, Paşa l.	Deli Musa k.	
Kokarca k., Hırsova kz., Silistre l.	Deli Mustafa k.	
Azizli k., Çernovi kz., Niğbolu l.	Deli Nasuh k.	
İdivevode k., Niğbolu kz., Niğbolu l.	Deli Süle k.	
Kocalı k., Tekürdağı kz., Çirmen l.	Deliahmedli k.	
Deli Bazarlı k., Üsküb kz., Sağkol, Paşa l.	Delihızırlı k.	
Sofular k., Vize n., Vize l.	Deliler k.	
Novasil k., Ustrumca n., Ustrumca kz., Köstendil l.	Deliorman/Dobrava k.	
Korovderiç (?) k., Filibe kz., Sağkol, Paşa l.	Demürci k.	
Hamidli k., Müselleman-ı Çirmen	Demürciler k.	
Menteşeli k., Filibe kz., Sağkol, Paşa l.	Demürcili k.	
Sidrokasrı k., Mizistre kz., Mora l.	Demürhisarı k.	
Lavrani k., Görice kz., Solkol, Paşa l.	Depecik k.	
Depedelen kl., Depedelen kz., Avlonya l.	Depedelen Hisarı	
Sarı Adil k., Keşan kz., Sağkol, Paşa l./Gelibolu l.	Depeli k.	
Ronya k., Alasonya n., Alasonya kz., Tırhala l.	Derbend-i Ayo Nikola k.	
Oğulbeyi k., Abrı n., Mıgalkara kz., Gelibolu l.	Dere k.	
Debirşiniç k., Tatarbazarı kz., Sağkol, Paşa l.	Derecik k.	
Oğulbeyi k., Abrı n., Mıgalkara kz., Gelibolu l.	Dereköy k.	
